,PC6,bus_count,metro_count,tram_count,parking_count,traffic_area,built_up_area,semi_built_up_area,recreational_area,agrarian_area,forest_nature_are,water_body_area,December 2022_EV,December 2022_hybrid,2022_0_to_10,2022_10_to_20,2022_20_to_30,2022_30_to_40,2022_40_to_50,2019.0_household,2019.0_income_1_to_40_percent,2019.0_income_41_to_80_percent,2019.0_income_81_to_100_percent,2019.0_income_average,2019.0_assets_1_to_40_percent,2019.0_assets_41_to_80_percent,2019.0_assets_81_to_100_percent,2019.0_assets_average,2019.0_Gemiddelde SES WOA totaalscore
6045,1054PS,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6046,1054PV,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6047,1054PW,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6048,1054RA,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6049,1054RC,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6050,1054RD,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6051,1054RH,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6052,1054RJ,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6053,1054RL,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6054,1054RM,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6055,1054RT,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6056,1054RV,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6057,1054RW,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6058,1054RX,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6059,1054RZ,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6060,1054SN,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6061,1054SX,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6062,1054SZ,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6063,1054TA,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6064,1054TB,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6065,1054TC,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6066,1054TD,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6067,1054TE,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6068,1054TG,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6069,1054TH,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6070,1054TJ,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6071,1054TK,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6072,1054TL,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6073,1054TM,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6074,1054TN,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6075,1054TP,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6076,1054TR,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6077,1054TS,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6078,1054TT,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6079,1054TV,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6080,1054TW,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6081,1054TX,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6082,1054TZ,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6083,1054VA,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6084,1054VB,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6085,1054VC,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6086,1054VD,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6087,1054VE,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6088,1054VG,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6089,1054VH,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6090,1054VJ,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6091,1054VK,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6092,1054VL,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6093,1054VM,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6094,1054VN,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6095,1054VP,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6096,1054VR,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6097,1054VS,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6098,1054VT,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6099,1054VV,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6100,1054VW,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6101,1054VX,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6102,1054VZ,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6103,1054WB,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6104,1054WC,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6105,1054WD,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6106,1054WE,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6107,1054WG,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6108,1054WH,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6109,1054WJ,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6110,1054WK,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6111,1054WL,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6112,1054WN,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6113,1054WP,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6114,1054WR,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6115,1054WS,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6116,1054WT,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6117,1054WV,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6118,1054WX,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6119,1054WZ,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6120,1054XA,0.0,0.0,0.0,0.0,0.42265,12.1621,0.0,0.4375,0.0,0.0,0.71865,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6121,1054XB,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6122,1054XC,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6123,1054XD,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6124,1054XE,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6125,1054XG,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6126,1054XH,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6127,1054XJ,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6128,1054XK,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6129,1054XL,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6130,1054XM,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6131,1054XN,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6132,1054XP,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6133,1054XR,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6134,1054XS,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6135,1054XT,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6136,1054XV,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6137,1054XW,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6138,1054XX,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6139,1054XZ,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6140,1054ZA,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6141,1054ZB,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6142,1054ZC,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6143,1054ZD,0.0,0.0,0.0,0.0,1.1474,9.2615,0.0,0.0,0.0,0.0,0.8452,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6144,1054ZE,0.0,0.0,0.0,0.0,1.1474,9.2615,0.0,0.0,0.0,0.0,0.8452,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6145,1054ZG,0.0,0.0,0.0,0.0,1.1474,9.2615,0.0,0.0,0.0,0.0,0.8452,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6146,1054ZH,0.0,0.0,0.0,0.0,1.1474,9.2615,0.0,0.0,0.0,0.0,0.8452,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6147,1054ZJ,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6148,1054ZK,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6149,1054ZL,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6150,1054ZM,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
